sale_id,sale_date,customer_id,dealer_id,salesperson_id,company_name,car_name,quantity,unit_price,total_price,payment_method,country
246,2021-07-25,CL0265,DL009,SP003,Acura,NSX Carbon Edition,3,144328.96,432986.88,Financing,Germany
247,2021-02-23,CL0194,DL006,SP017,NISSAN,SENTRA,1,20573.71,20573.71,Cash,USA
248,2021-05-31,CL0368,DL010,SP016,HONDA,ACCORD,3,29090.3,87270.9,Cash,Brazil
249,2020-01-22,CL0110,DL009,SP004,TOYOTA,TUNDRA,1,39461.01,39461.01,Cash,Australia
250,2023-11-26,CL0373,DL002,SP013,Mitsubishi,Toppo BJ,3,10710.94,32132.82,Financing,Australia
251,2021-12-22,CL0139,DL011,SP014,ASTON MARTIN,LAGONDA TARAF,1,1099846.43,1099846.43,Leasing,China
252,2020-10-12,CL0239,DL015,SP006,Mitsubishi,Lancer SE Limited,3,20168.94,60506.82,Leasing,France
253,2021-02-12,CL0004,DL006,SP002,Cadillac,CT5-V,2,51005.35,102010.7,Cash,Italy
254,2024-04-16,CL0618,DL015,SP004,Nissan,Pathfinder Armada Platinum,3,75284.18,225852.54,Leasing,Italy
255,2020-12-14,CL0724,DL004,SP015,HYUNDAI,Santa Cruz,2,38927.27,77854.54,Financing,Germany
256,2021-08-21,CL0349,DL004,SP014,Nissan,Laurel,2,22442.39,44884.78,Financing,USA
257,2023-11-24,CL0110,DL005,SP010,Mazda,787B (Race Car),1,5027776.8,5027776.8,Financing,France
258,2021-06-24,CL0760,DL015,SP020,Peugeot,208 GTI,1,26833.14,26833.14,Leasing,Australia
259,2022-11-11,CL0715,DL007,SP013,Tesla,Model Y,1,46697.47,46697.47,Cash,Germany
260,2023-04-24,CL0426,DL012,SP008,Volkswagen,Passat CC,1,36564.73,36564.73,Financing,Australia
261,2024-03-24,CL0018,DL004,SP002,ROLLS ROYCE,WRAITH EAGLE VIII,1,329040.44,329040.44,Leasing,USA
262,2022-02-19,CL0168,DL011,SP007,Tata Motors,Aria,2,19413.62,38827.24,Cash,Brazil
263,2022-05-25,CL0790,DL015,SP020,Tata Motors,Manza,2,8771.16,17542.32,Cash,France
264,2023-04-03,CL0446,DL007,SP015,Chevrolet,Silverado Custom,1,31712.87,31712.87,Financing,USA
265,2024-01-17,CL0246,DL009,SP006,Cadillac,CT5,2,41469.42,82938.84,Cash,Italy
266,2020-09-20,CL0508,DL005,SP014,TOYOTA,COROLLA HATCHBACK XSE,2,22963.48,45926.96,Financing,China
267,2022-02-26,CL0696,DL014,SP005,Mitsubishi,Dion,1,15538.26,15538.26,Cash,Italy
268,2023-10-25,CL0525,DL015,SP008,BMW,118D,3,37195.78,111587.34,Leasing,Italy
269,2020-05-24,CL0219,DL001,SP015,Volkswagen,Fox,2,12614.87,25229.74,Leasing,Germany
270,2021-01-09,CL0376,DL008,SP007,BMW,120i,1,34028.96,34028.96,Cash,Brazil
271,2024-09-18,CL0635,DL009,SP004,BMW,M2 CS,1,87207.45,87207.45,Cash,Spain
272,2022-08-20,CL0235,DL007,SP014,FERRARI,PORTOFINO M,2,218108.27,436216.54,Financing,USA
273,2024-04-21,CL0036,DL014,SP013,Volkswagen,Passat CC,3,36570.29,109710.87,Leasing,Germany
274,2023-04-18,CL0419,DL002,SP004,Kia,Seltos EX,3,23944.71,71834.13,Financing,France
275,2022-06-18,CL0112,DL001,SP004,Volkswagen,Beetle Final Edition,2,25972.73,51945.46,Financing,Germany
276,2024-01-25,CL0341,DL009,SP007,GMC,Terrain Denali,1,37302.36,37302.36,Leasing,Japan
277,2023-02-04,CL0217,DL008,SP003,Nissan,Rogue Sport,3,26267.62,78802.86,Cash,UK
278,2024-06-17,CL0236,DL010,SP012,Jeep,Grand Cherokee 4xe,3,56265.42,168796.26,Financing,Australia
279,2021-07-01,CL0752,DL010,SP010,Cadillac,CT5 Premium Luxury,1,40245.99,40245.99,Cash,UK
280,2023-03-13,CL0614,DL001,SP001,HYUNDAI,Elantra,1,21015.81,21015.81,Leasing,USA
281,2021-12-18,CL0180,DL007,SP002,MAHINDRA,XUV500,1,18121.39,18121.39,Financing,France
282,2020-02-10,CL0774,DL002,SP017,Ford,Escape (Kuga),1,25683.54,25683.54,Financing,Japan
283,2024-07-16,CL0686,DL015,SP020,Ford,Transit,1,42616.02,42616.02,Leasing,France
284,2021-09-08,CL0597,DL006,SP018,GMC,Acadia,1,33779.47,33779.47,Leasing,France
285,2022-07-26,CL0795,DL014,SP008,Cadillac,CT5,2,39201.18,78402.36,Financing,Brazil
286,2020-02-27,CL0395,DL013,SP013,Chevrolet,Tahoe Z71,2,67655.09,135310.18,Cash,UK
287,2020-08-11,CL0429,DL001,SP002,Nissan,Silvia S13,3,18395.03,55185.09,Financing,Brazil
288,2020-09-15,CL0494,DL005,SP004,Ford,Transit,2,46624.05,93248.1,Leasing,Australia
289,2020-11-22,CL0603,DL003,SP005,Mazda,B-Series Pickup,1,19952.69,19952.69,Financing,USA
290,2021-12-27,CL0394,DL005,SP001,HYUNDAI,Elantra GT,3,19935.5,59806.5,Financing,France
291,2020-07-13,CL0506,DL004,SP010,Jaguar Land Rover,Jaguar F-PACE,3,32510.98,97532.94,Leasing,Italy
292,2024-09-28,CL0737,DL004,SP008,FERRARI,ROMA,2,242147.19,484294.38,Leasing,Japan
293,2022-09-15,CL0728,DL002,SP017,BMW,118i URBAN LINE,2,37570.15,75140.3,Financing,Australia
294,2022-06-04,CL0222,DL005,SP003,Peugeot,301 Sedan,3,20789.77,62369.31,Financing,UK
295,2020-10-28,CL0030,DL014,SP014,Nissan,300ZX Turbo,1,56503.54,56503.54,Financing,China
296,2022-10-18,CL0659,DL001,SP010,HYUNDAI,ELANTRA,3,17504.97,52514.91,Leasing,Italy
297,2022-11-06,CL0112,DL002,SP003,Mitsubishi,Pajero Sport,3,38182.87,114548.61,Financing,Japan
298,2021-11-23,CL0196,DL007,SP015,TOYOTA,VENZA,1,30825.8,30825.8,Leasing,Italy
299,2023-10-08,CL0161,DL001,SP010,Kia,Soul EX Designer Edition,3,21259.18,63777.54,Financing,Germany
300,2020-10-18,CL0406,DL007,SP018,Porsche,Panamera GTS,3,130949.47,392848.41,Cash,Germany
301,2024-08-30,CL0284,DL008,SP015,NISSAN,Z PROTO,1,36243.69,36243.69,Financing,Australia
302,2020-11-01,CL0488,DL009,SP008,Peugeot,508 PSE (Peugeot Sport Engineered),2,57129.92,114259.84,Financing,Australia
303,2020-11-23,CL0103,DL001,SP019,Mazda,121,3,12926.81,38780.43,Cash,China
304,2023-11-02,CL0041,DL015,SP019,Peugeot,5008 Allure Premium,1,37466.77,37466.77,Cash,Germany
305,2024-07-15,CL0282,DL007,SP007,BMW,120D EFFICIENTDYNAMICS,1,36121.18,36121.18,Financing,Australia
306,2024-11-24,CL0403,DL001,SP008,Mitsubishi,Mirage,3,15583.43,46750.29,Financing,Germany
307,2024-03-29,CL0587,DL006,SP005,Bugatti,Chiron Noire,2,3145890.72,6291781.44,Cash,USA
308,2021-12-22,CL0567,DL007,SP017,Nissan,Z (Fairlady Z),2,40378.17,80756.34,Leasing,China
309,2021-10-08,CL0636,DL015,SP017,TOYOTA,SIENNA,3,48203.07,144609.21,Cash,Australia
310,2022-09-26,CL0218,DL015,SP009,Jaguar Land Rover,Jaguar I-PACE,3,70734.95,212204.85,Financing,UK
311,2021-08-25,CL0497,DL009,SP006,Volvo,Volvo FL,1,73257.62,73257.62,Financing,Spain
312,2023-04-14,CL0435,DL005,SP012,Mazda,Premacy,2,17038.13,34076.26,Cash,Brazil
313,2021-04-21,CL0061,DL003,SP012,HYUNDAI,SANTA FE,2,52713.13,105426.26,Financing,Spain
314,2020-06-29,CL0388,DL008,SP013,Porsche,718 Boxster GTS,3,91716.48,275149.44,Leasing,Italy
315,2023-08-28,CL0477,DL005,SP008,BMW,116i,2,28585.93,57171.86,Leasing,UK
316,2022-03-29,CL0551,DL014,SP004,Chevrolet,Equinox,1,24547.94,24547.94,Cash,UK
317,2020-06-06,CL0657,DL008,SP007,Peugeot,2008 GT,2,26984.0,53968.0,Cash,France
318,2020-03-09,CL0472,DL010,SP018,Kia,EV6 AWD GT-Line,2,61762.71,123525.42,Cash,France
319,2024-01-10,CL0194,DL015,SP003,Mitsubishi,Chariot,2,21835.96,43671.92,Financing,Brazil
320,2020-02-24,CL0556,DL012,SP010,Peugeot,e-2008,2,39925.36,79850.72,Cash,UK
321,2023-12-08,CL0165,DL006,SP012,KIA,SPORTAGE NIGHTFALL EDITION,2,35744.91,71489.82,Financing,Brazil
322,2023-07-10,CL0756,DL013,SP007,Mazda,Millenia,3,24863.4,74590.2,Financing,Japan
323,2022-06-09,CL0536,DL008,SP003,Porsche,911 Targa 4 Lightweight,1,137788.31,137788.31,Leasing,UK
324,2020-09-11,CL0386,DL002,SP011,LAMBORGHINI,SIAN,2,2847982.98,5695965.96,Financing,France
325,2024-10-15,CL0628,DL009,SP015,Kia,EV6 Wind,1,46016.17,46016.17,Cash,France
326,2021-11-09,CL0621,DL002,SP020,AUDI,S4 SEDAN,2,54350.74,108701.48,Cash,France
327,2023-04-02,CL0522,DL008,SP019,GMC,Sierra 2500HD Denali Black Edition,3,80962.14,242886.42,Cash,USA
328,2024-03-21,CL0439,DL005,SP013,Nissan,Titan XD,2,50269.34,100538.68,Cash,Japan
329,2022-05-11,CL0180,DL003,SP018,GMC,Yukon XL Denali Reserve,3,85742.99,257228.97,Financing,Germany
330,2021-12-19,CL0154,DL006,SP009,Nissan,Latio,2,12693.28,25386.56,Financing,Spain
331,2022-12-31,CL0256,DL013,SP014,LAMBORGHINI,AVENTADOR SV,3,462233.88,1386701.64,Cash,Japan
332,2020-06-13,CL0222,DL015,SP014,Ford,Transit Custom,2,33905.17,67810.34,Cash,Brazil
333,2020-03-25,CL0104,DL013,SP002,Chevrolet,Silverado 1500 RST,3,50740.36,152221.08,Financing,Germany
334,2022-01-19,CL0600,DL011,SP004,ROLLS ROYCE,DAWN CONVERTIBLE,2,402084.22,804168.44,Cash,Spain
335,2024-12-09,CL0103,DL010,SP007,Mazda,CX-8,1,33982.75,33982.75,Leasing,Brazil
336,2022-05-24,CL0058,DL015,SP004,ROLLS ROYCE,PHATOM ORCHID,3,470252.22,1410756.66,Leasing,Italy
337,2024-05-03,CL0018,DL002,SP018,Kia,Forte EX Premium,3,22652.09,67956.27,Cash,Germany
338,2024-07-07,CL0214,DL012,SP010,Kia,Telluride SX,1,54014.12,54014.12,Financing,Brazil
339,2022-10-22,CL0664,DL012,SP012,Porsche,Taycan Sport Turismo,3,104371.27,313113.81,Financing,Germany
340,2024-01-16,CL0049,DL008,SP013,Ford,Explorer Hybrid,3,54968.13,164904.39,Financing,Spain
341,2020-02-21,CL0575,DL003,SP018,TOYOTA,CAMRY,2,25103.77,50207.54,Cash,Spain
342,2022-04-20,CL0504,DL009,SP010,Mitsubishi,Town Box,1,9283.8,9283.8,Cash,Spain
343,2023-06-18,CL0702,DL009,SP003,Tesla,Model 3,3,42404.47,127213.41,Financing,Japan
344,2022-05-17,CL0216,DL002,SP017,Nissan,GT-R V-Spec,3,180210.96,540632.88,Financing,Brazil
345,2022-03-23,CL0345,DL007,SP017,Porsche,911 GT4 RS,2,221422.68,442845.36,Financing,France
346,2022-09-22,CL0108,DL003,SP007,HONDA,CIVIC HATCHBACK,1,28192.07,28192.07,Leasing,Brazil
347,2020-01-28,CL0789,DL006,SP001,Peugeot,301 Sedan,3,21798.92,65396.76,Financing,USA
348,2021-08-30,CL0004,DL005,SP019,Nissan,Terrano Regulus,1,30718.62,30718.62,Leasing,Japan
349,2024-05-28,CL0311,DL012,SP018,MERCEDES,BENZ GLE 350,1,53126.29,53126.29,Financing,UK
350,2024-03-02,CL0183,DL008,SP015,Mazda,Scrum,1,8898.62,8898.62,Leasing,Italy
351,2023-09-20,CL0632,DL008,SP008,Porsche,Taycan Cross Turismo GTS,3,131792.59,395377.77,Leasing,Brazil
352,2021-05-25,CL0213,DL011,SP002,Toyota,C-HR+,1,29117.11,29117.11,Cash,Japan
353,2024-01-05,CL0155,DL009,SP010,Volkswagen,Beetle,2,18586.81,37173.62,Financing,Italy
354,2020-07-09,CL0517,DL005,SP019,TOYOTA,PRIUS PRIME,1,30987.04,30987.04,Cash,China
355,2022-02-26,CL0108,DL013,SP018,Mitsubishi,ASX (Outlander Sport),2,22405.97,44811.94,Financing,Spain
356,2022-05-23,CL0768,DL012,SP001,Mitsubishi,Triton GLX-R,1,25595.99,25595.99,Financing,France
357,2020-04-19,CL0493,DL002,SP005,Peugeot,2008 Active,3,22032.91,66098.73,Leasing,China
358,2023-02-17,CL0764,DL003,SP020,Ford,Mustang (2024),2,58976.93,117953.86,Leasing,Australia
359,2022-06-06,CL0320,DL009,SP016,GMC,Hummer EV Pickup Edition 1,2,100488.71,200977.42,Cash,Italy
360,2020-02-12,CL0675,DL015,SP012,Volkswagen,Fox,1,11404.55,11404.55,Financing,Spain
361,2023-11-02,CL0467,DL003,SP009,Volkswagen,Karmann Ghia,3,26843.98,80531.94,Cash,USA
362,2020-11-08,CL0417,DL004,SP001,Nissan,GT-R V-Spec,1,168688.7,168688.7,Financing,Japan
363,2023-03-17,CL0304,DL001,SP019,Chevrolet,Traverse Premier,3,42566.76,127700.28,Financing,China
364,2020-12-20,CL0413,DL011,SP007,Nissan,Serena e-Power,2,38091.47,76182.94,Financing,Australia
365,2021-11-10,CL0538,DL002,SP013,Chevrolet,Tahoe LT,3,66636.0,199908.0,Cash,Italy
366,2021-04-18,CL0073,DL014,SP015,Jeep,Grand Cherokee,3,45608.18,136824.54,Cash,Brazil
367,2021-01-01,CL0430,DL005,SP007,Nissan,Terrano XL,1,14352.85,14352.85,Cash,Japan
368,2022-10-17,CL0536,DL014,SP012,Mazda,Millenia S,3,27465.65,82396.95,Financing,Japan
369,2022-04-11,CL0530,DL011,SP015,MERCEDES,BENZ E-CLASS E 450,3,67091.29,201273.87,Cash,Germany
370,2020-10-29,CL0161,DL015,SP005,Jaguar Land Rover,Jaguar F-Type V6 S Convertible,3,82563.26,247689.78,Cash,Australia
371,2022-04-07,CL0497,DL008,SP007,TOYOTA,CELICA,3,24312.01,72936.03,Financing,China
372,2020-01-09,CL0504,DL004,SP016,Nissan,Elgrand,1,46049.71,46049.71,Cash,Germany
373,2021-03-27,CL0447,DL009,SP015,TOYOTA,ALPHARD EXECUTIVE LOUNGE,2,63786.66,127573.32,Financing,Brazil
374,2024-03-27,CL0094,DL003,SP001,Jaguar Land Rover,Jaguar F-Type P450 AWD,1,83790.32,83790.32,Leasing,Germany
375,2023-11-16,CL0355,DL004,SP018,Kia,Forte EX Premium,3,23917.75,71753.25,Cash,Australia
376,2022-01-24,CL0764,DL011,SP008,Ford,Flex,1,31252.47,31252.47,Leasing,USA
377,2022-08-24,CL0508,DL011,SP012,HONDA,CIVIC HATCHBACK,1,25204.26,25204.26,Financing,Spain
378,2022-11-30,CL0743,DL015,SP020,Chevrolet,Malibu,2,25595.9,51191.8,Leasing,Brazil
379,2020-05-06,CL0332,DL011,SP010,Chevrolet,Corvette Stingray,3,61483.84,184451.52,Leasing,Italy
380,2024-06-20,CL0617,DL002,SP017,Ford,Mustang Shelby GT500,1,76761.04,76761.04,Leasing,France
381,2023-01-25,CL0462,DL007,SP016,TOYOTA,TOYOTA SEQUOIA,2,49501.05,99002.1,Leasing,UK
382,2021-02-16,CL0355,DL015,SP017,Bugatti,La Voiture Noire,2,18301989.6,36603979.2,Cash,USA
383,2023-12-22,CL0670,DL005,SP010,Volkswagen,Golf Cabriolet,2,27413.48,54826.96,Cash,Japan
384,2021-05-07,CL0460,DL004,SP013,Nissan,Skyline 50th Anniversary,2,80437.85,160875.7,Financing,Brazil
385,2023-03-02,CL0457,DL005,SP003,Nissan,Magnite,1,10866.69,10866.69,Cash,Brazil
386,2022-12-19,CL0593,DL010,SP011,Mazda,MX-5 Superlight Concept,3,28668.18,86004.54,Financing,USA
387,2020-04-20,CL0730,DL014,SP019,FERRARI,F8 SPIDER,2,256111.83,512223.66,Leasing,China
388,2020-11-15,CL0599,DL003,SP001,Nissan,Primera,3,18683.0,56049.0,Financing,Spain
389,2020-12-08,CL0298,DL015,SP004,Peugeot,3008 GT Line,1,37300.35,37300.35,Leasing,Germany
390,2020-09-17,CL0184,DL008,SP020,Porsche,Panamera E-Hybrid,1,105953.29,105953.29,Leasing,China
391,2021-11-29,CL0492,DL003,SP004,AUDI,S7 SPORTBACK,3,88219.1,264657.3,Cash,China
392,2020-07-02,CL0186,DL002,SP013,Nissan,Bluebird Sylphy,2,20349.15,40698.3,Financing,Japan
393,2022-12-28,CL0147,DL015,SP020,Volkswagen,Up!,2,16283.18,32566.36,Financing,UK
394,2021-03-30,CL0236,DL008,SP018,Bugatti,La Voiture Noire,2,17080594.98,34161189.96,Cash,Italy
395,2021-01-23,CL0093,DL005,SP012,ASTON MARTIN,RAPIDE AMR,3,237435.02,712305.06,Cash,China
396,2023-12-11,CL0207,DL009,SP016,Ford,Maverick Hybrid,1,24543.86,24543.86,Cash,UK
397,2022-05-02,CL0656,DL015,SP013,Nissan,Note,1,15083.85,15083.85,Financing,Brazil
398,2021-10-02,CL0311,DL011,SP014,Mitsubishi,Eclipse Cross,3,23707.85,71123.55,Financing,China
399,2023-08-16,CL0496,DL002,SP011,Nissan,Ariya Dual Motor AWD,2,68301.01,136602.02,Financing,Spain
400,2024-07-22,CL0703,DL007,SP002,Mazda,MPV,3,24184.45,72553.35,Cash,Brazil
401,2021-01-19,CL0423,DL009,SP004,TOYOTA,LAND CRUISER PRADO,2,47643.91,95287.82,Financing,France
402,2023-03-31,CL0163,DL009,SP003,Porsche,Cayenne Coupe Turbo E-Hybrid,2,175858.14,351716.28,Leasing,USA
403,2024-03-21,CL0743,DL007,SP018,Kia,Sorento SX Prestige,3,44658.67,133976.01,Financing,Italy
404,2023-09-02,CL0486,DL010,SP010,Jaguar Land Rover,Jaguar XE,3,46552.28,139656.84,Financing,Brazil
405,2023-11-02,CL0454,DL008,SP009,BMW,M135i XDRIVE,3,31091.82,93275.46,Leasing,Italy
406,2021-08-01,CL0229,DL012,SP020,Acura,RDX Platinum Elite,2,53890.96,107781.92,Leasing,Australia
407,2020-12-21,CL0275,DL010,SP003,GMC,Sierra Denali,2,64731.57,129463.14,Cash,Germany
408,2023-08-23,CL0754,DL015,SP010,Porsche,Cayenne E-Hybrid,1,92200.75,92200.75,Cash,Germany
409,2021-10-15,CL0386,DL005,SP017,Nissan,Xterra,3,36320.93,108962.79,Financing,Italy
410,2024-05-17,CL0550,DL013,SP019,ROLLS ROYCE,PHATOM ORCHID,1,463114.01,463114.01,Cash,China
411,2022-01-14,CL0626,DL013,SP016,Nissan,Bluebird Sylphy,3,19492.13,58476.39,Cash,France
412,2024-03-08,CL0598,DL001,SP007,Volkswagen,Polo,1,18519.09,18519.09,Cash,Australia
413,2023-08-31,CL0567,DL002,SP020,Volkswagen,Golf,2,21473.95,42947.9,Cash,Brazil
414,2021-10-04,CL0510,DL014,SP001,TOYOTA,PRIUS PRIME,2,33560.31,67120.62,Leasing,Brazil
415,2024-11-04,CL0568,DL004,SP002,Nissan,Infiniti G37*,1,43980.1,43980.1,Financing,UK
416,2020-11-28,CL0568,DL009,SP007,Jaguar Land Rover,Jaguar XF R-Dynamic,2,63159.88,126319.76,Leasing,Brazil
417,2023-05-23,CL0331,DL009,SP006,Volvo,Volvo VNR,3,101627.24,304881.72,Cash,Brazil
418,2024-08-04,CL0591,DL004,SP003,LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE,3,514604.41,1543813.23,Financing,Spain
419,2024-08-22,CL0605,DL011,SP003,Peugeot,308 Saloon,2,29636.52,59273.04,Leasing,Italy
420,2023-02-14,CL0242,DL012,SP012,Nissan,Latio,3,13219.26,39657.78,Leasing,Germany
421,2021-12-13,CL0244,DL008,SP014,BMW,118i,2,32038.87,64077.74,Cash,Spain
422,2023-04-28,CL0572,DL007,SP010,GMC,Sierra 1500,1,38212.63,38212.63,Financing,Italy
423,2020-11-22,CL0693,DL002,SP011,GMC,Sierra 1500 AT4X,1,80627.35,80627.35,Financing,Spain
424,2021-09-21,CL0585,DL009,SP011,Nissan,Skyline NISMO,1,54610.62,54610.62,Leasing,Japan
425,2023-04-01,CL0523,DL003,SP009,Volkswagen,Golf R32,3,40126.46,120379.38,Financing,Australia
426,2020-03-02,CL0223,DL009,SP002,GMC,Hummer EV SUV,2,105817.01,211634.02,Leasing,Germany
427,2020-10-03,CL0001,DL003,SP017,GMC,Sierra 2500HD Pro,2,62697.94,125395.88,Financing,Spain
428,2022-09-18,CL0285,DL010,SP003,HONDA,CR-V,1,30254.91,30254.91,Cash,France
429,2023-05-16,CL0275,DL008,SP008,Cadillac,XT5,1,45154.32,45154.32,Financing,Italy
430,2024-05-29,CL0746,DL015,SP014,GMC,Hummer EV SUV Extreme Off-Road,2,115875.95,231751.9,Leasing,Brazil
431,2023-02-07,CL0242,DL010,SP017,Peugeot,2008 GT,3,26190.9,78572.7,Cash,Spain
432,2024-06-28,CL0695,DL006,SP018,BMW,116i,1,28495.55,28495.55,Cash,USA
433,2021-07-02,CL0449,DL001,SP003,Kia,Rio 5-Door S,2,17301.89,34603.78,Financing,Italy
434,2024-12-27,CL0373,DL008,SP015,Nissan,Gloria Gran Turismo,3,52287.75,156863.25,Cash,USA
435,2024-10-03,CL0105,DL008,SP018,Mazda,Proceed Marvie,1,20257.72,20257.72,Cash,China
436,2020-06-15,CL0090,DL013,SP018,Volkswagen,Multivan,3,48377.83,145133.49,Financing,Italy
437,2023-08-30,CL0303,DL013,SP001,Nissan,NX Coupe,2,22940.22,45880.44,Cash,Spain
438,2023-12-14,CL0339,DL003,SP014,LAMBORGHINI,URUS S,3,268553.28,805659.84,Cash,Brazil
439,2024-10-21,CL0010,DL003,SP016,Mazda,Capella,2,14096.91,28193.82,Leasing,Spain
440,2020-12-19,CL0070,DL013,SP001,Porsche,911 RSR (Motorsport Edition),3,717485.52,2152456.56,Cash,Australia
441,2022-10-02,CL0441,DL011,SP016,Mitsubishi,Eclipse Cross,3,25771.04,77313.12,Financing,UK
442,2024-03-26,CL0350,DL010,SP005,Nissan,Ariya,1,63463.51,63463.51,Cash,Japan
443,2021-03-08,CL0691,DL005,SP014,BMW,116i EFFICIENTDYNAMICS,1,30373.25,30373.25,Leasing,UK
444,2022-02-22,CL0120,DL007,SP011,ROLLS ROYCE,WRAITH COUPE,1,324823.78,324823.78,Leasing,UK
445,2021-12-26,CL0322,DL014,SP004,Kia,Sorento Hybrid EX,3,51570.8,154712.4,Leasing,Australia
446,2020-05-14,CL0654,DL006,SP006,LAMBORGHINI,HURACAN PERFORMANTE,1,275647.12,275647.12,Cash,Australia
447,2021-02-27,CL0075,DL002,SP013,Chevrolet,Equinox Premier,2,33663.13,67326.26,Leasing,USA
448,2020-01-16,CL0122,DL003,SP006,Nissan,Terrano,2,14112.48,28224.96,Leasing,Germany
449,2022-04-05,CL0063,DL006,SP011,LAMBORGHINI,URUS PERFORMANTE,3,227806.17,683418.51,Financing,Brazil
450,2020-10-18,CL0170,DL013,SP016,Ford,Fusion (Mondeo),3,24515.89,73547.67,Cash,Italy
451,2024-10-07,CL0339,DL001,SP009,Volkswagen,Sharan,2,32104.14,64208.28,Cash,France
452,2024-09-16,CL0002,DL009,SP019,LAMBORGHINI,AVENTADOR SVJ,3,498841.67,1496525.01,Financing,UK
453,2022-03-07,CL0176,DL009,SP001,Nissan,Cabstar,2,25407.78,50815.56,Cash,Germany
454,2024-10-25,CL0491,DL007,SP005,Nissan,Leopard J. Ferie,2,42702.98,85405.96,Leasing,UK
455,2023-01-21,CL0405,DL008,SP005,Porsche,Taycan Sport Turismo,1,104365.84,104365.84,Leasing,Spain
456,2020-04-07,CL0556,DL011,SP015,MERCEDES,BENZ S-CLASS S 580,3,119827.03,359481.09,Leasing,France
457,2023-09-23,CL0006,DL004,SP001,Chevrolet,Bolt EV,1,26422.52,26422.52,Leasing,China
458,2022-01-19,CL0548,DL013,SP013,Nissan,Skyline,2,52088.02,104176.04,Cash,Germany
459,2022-05-18,CL0302,DL007,SP019,Volkswagen,Arteon,2,45212.0,90424.0,Leasing,UK
460,2021-01-24,CL0227,DL007,SP008,Acura,TLX Type S PMC Edition,3,54930.28,164790.84,Leasing,Japan
461,2024-09-28,CL0530,DL001,SP011,Jaguar Land Rover,Jaguar XE SE,2,45636.77,91273.54,Leasing,Italy
462,2022-08-16,CL0150,DL009,SP002,Chevrolet,Camaro ZL1,2,62308.58,124617.16,Cash,France
463,2023-07-02,CL0139,DL013,SP007,KIA,SPORTAGE 2024(BASE MODEL),2,23683.04,47366.08,Cash,USA
464,2023-08-08,CL0788,DL015,SP005,GMC,Terrain,3,29503.14,88509.42,Leasing,Australia
465,2023-07-01,CL0724,DL002,SP020,Volkswagen,Touareg V6,1,55166.81,55166.81,Cash,UK
466,2021-08-25,CL0368,DL009,SP014,Cadillac,Escalade Platinum,3,98516.96,295550.88,Cash,Germany
467,2020-09-09,CL0232,DL011,SP020,Mitsubishi,RVR SE,3,24555.37,73666.11,Leasing,USA
468,2022-09-07,CL0456,DL015,SP013,ASTON MARTIN,RAPIDE AMR,3,249298.99,747896.97,Cash,Italy
469,2020-01-26,CL0375,DL012,SP001,Nissan,Bluebird Z,3,23779.04,71337.12,Financing,Germany
470,2024-07-06,CL0233,DL014,SP018,Porsche,Panamera 4,1,99126.07,99126.07,Cash,UK
471,2023-04-18,CL0196,DL014,SP011,LAMBORGHINI,URUS PERFORMANTE,3,259681.44,779044.32,Financing,USA
472,2022-12-25,CL0158,DL011,SP019,Chevrolet,Silverado 1500 Custom,3,33175.48,99526.44,Cash,UK
473,2023-05-25,CL0269,DL011,SP004,Mazda,Millenia S,2,27738.39,55476.78,Cash,China
474,2022-11-14,CL0026,DL007,SP019,Mitsubishi,Minicab MiEV,1,17762.8,17762.8,Financing,Japan
475,2020-03-01,CL0035,DL012,SP003,Nissan,Kicks,1,20980.31,20980.31,Leasing,Germany
476,2021-08-30,CL0195,DL003,SP017,Ford,KA+,1,10941.09,10941.09,Cash,Germany
477,2024-09-26,CL0218,DL009,SP019,BMW,M135i XDRIVE,3,31773.49,95320.47,Leasing,Australia
478,2022-01-12,CL0744,DL009,SP020,Kia,Niro EX,2,32487.13,64974.26,Cash,Italy
479,2022-12-21,CL0077,DL002,SP014,Nissan,Wingroad,3,17421.33,52263.99,Leasing,Spain
480,2022-01-05,CL0074,DL006,SP007,Ford,F-350 Super Duty,2,44357.1,88714.2,Cash,UK
481,2024-05-26,CL0523,DL014,SP019,MAHINDRA,XUV500,3,19736.24,59208.72,Leasing,Brazil
482,2020-10-16,CL0148,DL001,SP017,Kia,Seltos Nightfall Edition,2,28361.23,56722.46,Cash,France
483,2023-08-20,CL0483,DL004,SP010,MERCEDES,BENZ MAYBACH S 680,2,180579.41,361158.82,Leasing,Italy
484,2024-10-19,CL0170,DL005,SP015,GMC,Sierra 2500HD AT4,3,69777.83,209333.49,Leasing,Brazil
485,2021-10-31,CL0375,DL002,SP002,Volkswagen,Amarok V8,1,64599.84,64599.84,Financing,Japan
486,2023-05-29,CL0690,DL013,SP011,Volkswagen,Jetta SportWagen,1,25525.83,25525.83,Leasing,Italy
487,2024-10-23,CL0373,DL004,SP015,Kia,Forte EX Premium,2,22151.75,44303.5,Financing,Japan
488,2021-11-22,CL0003,DL009,SP011,Porsche,Taycan Base,1,84134.63,84134.63,Leasing,Spain
489,2023-04-01,CL0219,DL003,SP012,BMW,118i XDRIVE,2,32496.47,64992.94,Financing,China
490,2022-05-26,CL0306,DL015,SP011,Chevrolet,Corvette,3,62791.05,188373.15,Financing,China
